n04226537	13253	"skeleton,skeletal_frame,frame,underframe"	the internal supporting structure that gives an artifact its shape
n05842387	13232	"Gothic,Gothic_architecture"	a style of architecture developed in northern France that spread throughout Europe between the 12th and 16th centuries; characterized by slender vertical piers and counterbalancing buttresses and by vaulting and pointed arches
n03720163	13221	map	a diagrammatic representation of the earth's surface (or part of it)
n09194357	13172	"Alps,the_Alps"	a large mountain system in south-central Europe; scenic beauty and winter sports make them a popular tourist attraction
n13778671	13152	parking	space in which vehicles can be parked
n03609235	13133	kayak	a small canoe consisting of a light frame made watertight with animal skins; used by Eskimos
n09256479	13105	coral_reef	a reef consisting of coral consolidated into limestone
n02782093	13071	balloon	large tough nonrigid bag filled with gas or heated air
n00463543	13070	"ice_hockey,hockey,hockey_game"	a game played on an ice rink by two opposing teams of six skaters each who try to knock a flat round puck into the opponents' goal with angled sticks
n00440218	13052	jumping	the act of participating in an athletic competition in which you must jump
n06806469	13049	symbol	an arbitrary sign (written or printed) that has acquired a conventional significance
n03351262	13030	"fishing_boat,fishing_smack,fishing_vessel"	a vessel for fishing; often has a well to keep the catch alive
n09452395	12998	"swamp,swampland"	low land that is seasonally flooded; has more woody plants than a marsh and better drainage than a bog
n00475787	12967	"softball,softball_game"	a game closely resembling baseball that is played on a smaller diamond and with a ball that is larger and softer
n02715513	12945	"anteroom,antechamber,entrance_hall,hall,foyer,lobby,vestibule"	a large entrance or reception room or area
n02879087	12935	"bouquet,corsage,posy,nosegay"	an arrangement of flowers that is usually given as a present
n03147509	12904	cup	a small open container usually used for drinking; usually has a handle
n14992287	12884	plaster	a mixture of lime or gypsum with sand and water; hardens into a smooth solid; used to cover walls and ceilings
n02667576	12669	abbey	a church associated with a monastery or convent
n03904183	12665	"pedestrian_crossing,zebra_crossing"	street crossing where pedestrians have right of way; often marked in some way (especially with diagonal stripes)
n00243918	12662	"cooking,cookery,preparation"	the act of preparing something (as food) by the application of heat
n03343853	12662	"firearm,piece,small-arm"	a portable gun
n09405787	12643	ravine	a deep narrow steep-sided valley (especially one formed by running water)
n02377181	12629	"stallion,entire"	uncastrated adult male horse
n09270894	12620	"Earth,earth,world,globe"	the 3rd planet from the sun; the planet we live on
n03895866	12620	"passenger_car,coach,carriage"	a railcar where passengers ride
n01529672	12581	finch	any of numerous small songbirds with short stout bills adapted for crushing seeds
n08600992	12580	national_park	a tract of land declared by the national government to be public property
n03918480	12535	"personal_computer,PC,microcomputer"	a small digital computer based on a microprocessor and designed to be used by one person at a time
n01555809	12518	"Old_World_flycatcher,true_flycatcher,flycatcher"	any of a large group of small songbirds that feed on insects taken on the wing
n02782778	12510	"ballpark,park"	a facility in which ball games are played (especially baseball games)
n02127808	12509	"big_cat,cat"	any of several large cats typically able to roar and living in the wild
n00449054	12454	skateboarding	the sport of skating on a skateboard
n00106272	12311	"pitch,delivery"	(baseball) the act of throwing a baseball by a pitcher to a batter
n03354903	12270	flag	emblem usually consisting of a rectangular piece of cloth of distinctive design
n13250048	12261	land	the land on which real estate is located
n12752205	12243	maple	any of numerous trees or shrubs of the genus Acer bearing winged seeds in pairs; north temperate zone
n07583197	12210	soup	liquid food especially of meat or fish or vegetable stock often containing pieces of solid food
n02402425	12154	"cattle,cows,kine,oxen,Bos_taurus"	domesticated bovine animals as a group regardless of sex or age
n00306102	12130	takeoff	a departure; especially of airplanes
n03865557	12115	"overpass,flyover"	bridge formed by the upper level of a crossing of two highways at different levels
n09857200	12089	bishop	a senior member of the Christian clergy having spiritual and administrative authority; appointed in Christian churches to oversee priests or ministers; considered in some churches to be successors of the twelve Apostles of Christ
n02377480	12078	"mare,female_horse"	female equine animal
n03388043	12073	fountain	a structure from which an artificially produced jet of water arises
n06095022	12018	"astronomy,uranology"	the branch of physics that studies celestial bodies and the universe as a whole
n02793495	11991	barn	an outlying farm building for storing grain or animal feed and housing farm animals
n03001627	11978	chair	"a seat for one person, with a support for the back"
n08615638	11809	"parking_lot,car_park,park,parking_area"	a lot where cars are parked
n04520480	11778	van	(Great Britain) a closed railroad car that carries baggage or freight
n10205457	11761	infielder	(baseball) a person who plays a position in the infield
n01772222	11748	spider	"predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey"
n04217882	11744	"signboard,sign"	structure displaying a board on which advertisements can be posted
n03412058	11690	"gallery,art_gallery,picture_gallery"	a room or series of rooms where works of art are exhibited
n04054213	11672	"rapid_transit,mass_rapid_transit"	an urban public transit system using underground or elevated trains
n12787364	11659	"Christmas_bush,Christmas_tree,Ceratopetalum_gummiferum"	Australian tree or shrub with red flowers; often used in Christmas decoration
n00300441	11658	"air_travel,aviation,air"	travel via aircraft
n07977870	11634	library	a collection of literary documents or records kept for reference or borrowing
n02503517	11616	elephant	five-toed pachyderm
n02818832	11611	bed	a piece of furniture that provides a place to sleep
n04393549	11595	"tapestry,tapis"	a heavy textile with a woven design; used for curtains and upholstery
n13948912	11566	"championship,title"	the status of being a champion
n03543394	11528	"hot_rod,hot-rod"	a car modified to increase its speed and acceleration
n00294452	11509	"dash,sprint"	a quick run
n06367107	11496	fiction	a literary work based on the imagination and not necessarily on fact
n05546540	11482	"neck,cervix"	the part of an organism (human or animal) that connects the head to the rest of the body
n04236377	11481	"sleeve,arm"	the part of a garment that is attached at the armhole and that provides a cloth covering for the arm
n03800563	11465	museum	a depository for collecting and displaying objects having scientific or historical or artistic value
n02788148	11377	"bannister,banister,balustrade,balusters,handrail"	a railing at the side of a staircase or balcony to prevent people from falling
n07773238	11363	"coconut,coconut_meat"	the edible white meat of a coconut; often shredded for use in e.g. cakes and curries
n07994331	11346	herd	a group of cattle or sheep or other domestic mammals all of the same kind that are herded by humans
n10143172	11323	grandparent	a parent of your father or mother
n02411705	11321	sheep	woolly usually horned ruminant mammal related to the goat
n03809312	11319	"narrowbody_aircraft,narrow-body_aircraft,narrow-body"	a commercial airliner with a single aisle
n07997703	11285	"class,category,family"	a collection of things sharing a common attribute
n05946687	11205	"religion,faith,religious_belief"	a strong belief in a supernatural power or powers that control human destiny
n11675537	11161	pollen	the fine spores that contain male gametes and that are borne by an anther in a flowering plant
n03461385	11087	"grocery_store,grocery,food_market,market"	a marketplace where groceries are sold
n09227839	11071	"boulder,bowlder"	a large smooth mass of rock detached from its place of origin
n04228054	11032	ski	narrow wood or metal or plastic runners used in pairs for gliding over snow
n01604330	11027	"bird_of_prey,raptor,raptorial_bird"	any of numerous carnivorous birds that hunt and kill other animals
n13480848	11007	"fire,flame,flaming"	the process of combustion of inflammable materials producing heat and light and (often) smoke
n00004475	10988	"organism,being"	a living thing that has (or can develop) the ability to act or function independently
n04358707	10976	supermarket	a large self-service grocery store selling groceries and dairy products and household goods
n09319456	10945	"isle,islet"	a small island
n08209687	10929	"police,police_force,constabulary,law"	the force of policemen and officers
n04305323	10899	stately_home	a mansion that is (or formerly was) occupied by an aristocratic family
n13384557	10896	money	the most common medium of exchange; functions as legal tender
n04583620	10852	"widebody_aircraft,wide-body_aircraft,wide-body,twin-aisle_airplane"	a commercial airliner with two aisles
n09316454	10787	island	a land mass (smaller than a continent) that is surrounded by water
n00166172	10781	move	(game) a player's turn to take some action permitted by the rules of the game
n07601999	10778	chocolate	a food made from roasted ground cacao beans
n07007945	10677	"play,drama,dramatic_play"	a dramatic work intended for performance by actors on a stage
n04363559	10645	surfboard	a narrow buoyant board for riding surf
n10630188	10613	"speaker,talker,utterer,verbalizer,verbaliser"	someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)
n03769881	10597	minibus	a light bus (4 to 10 passengers)
n03930630	10591	"pickup,pickup_truck"	a light truck with an open body and low sides and a tailboard
n14764061	10555	"fur,pelt"	the dressed hairy coat of a mammal
n04969242	10534	"azure,cerulean,sapphire,lazuline,sky-blue"	a light shade of blue
n10223177	10494	jockey	someone employed to ride horses in horse races
n03686924	10484	log_cabin	a cabin built with logs
n03463832	10455	"grove,woodlet,orchard,plantation"	garden consisting of a small cultivated wood without undergrowth
n04326547	10455	stone_wall	a fence built of rough stones; used to separate fields
n07823951	10427	curry	(East Indian cookery) a pungent dish of vegetables or meats flavored with curry powder and usually eaten with rice
n02837789	10419	"bikini,two-piece"	a woman's very brief bathing suit
n02774152	10410	"bag,handbag,pocketbook,purse"	a container used for carrying money and small personal items or accessories (especially by women)
n00445055	10405	"surfing,surfboarding,surfriding"	the sport of riding a surfboard toward the shore on the crest of a wave
n06619065	10321	show	a social event involving a public performance or entertainment
n03969259	10313	plumbing_fixture	a fixture for the distribution and use of water in a building
n03819595	10304	"net,network,mesh,meshing,meshwork"	an open fabric of string or rope or wire woven together at regular intervals
n03497657	10278	"hat,chapeau,lid"	headdress that protects the head from bad weather; has shaped crown and usually a brim
n07745940	10197	strawberry	sweet fleshy red fruit
n10470779	10183	priest	a clergyman in Christian churches who has the authority to perform or administer various religious rites; one of the Holy Orders
n05841740	10155	Byzantine_architecture	the style of architecture developed in the Byzantine Empire developed after the 5th century; massive domes with square bases and round arches and spires and much use of mosaics
n00825443	10151	martial_art	any of several Oriental arts of weaponless self-defense; usually practiced as a sport
n07702509	10110	junk_food	food that tastes good but is high in calories having little nutritional value
n01325417	10105	horn	one of the bony outgrowths on the heads of certain ungulates
n03279153	10088	"electronic_instrument,electronic_musical_instrument"	a musical instrument that generates sounds electronically
n01314388	10075	pest	any unwanted and destructive insect or other animal that attacks food or crops or livestock etc.
n03361380	10013	"flat_panel_display,FPD"	a type of video display that is thin and flat; commonly used in laptop computers
n03211789	10000	"display_window,shop_window,shopwindow,show_window"	a window of a store facing onto the street; used to display merchandise for sale in the store
n09835506	9980	"ballplayer,baseball_player"	an athlete who plays baseball
n04319432	9965	still_life	a painting of inanimate objects such as fruit or flowers
n07806221	9946	salad	food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens
n10435988	9911	"pitcher,hurler,twirler"	(baseball) the person who does the pitching
n03067912	9883	"collage,montage"	a paste-up made by sticking together pieces of paper or photographs to form an artistic image
n07247925	9872	"public_relations,PR"	a promotion intended to create goodwill for a person or institution
n00607542	9839	"cabinetwork,cabinetry"	the craft of making furniture (especially furniture of high quality)
n07312616	9808	migration	the periodic passage of groups of animals (especially birds or fishes) from one region to another for feeding or breeding
n08253640	9775	"banquet,feast"	a ceremonial dinner party for many people
n04052442	9765	"ranch,spread,cattle_ranch,cattle_farm"	farm consisting of a large tract of land along with facilities needed to raise livestock (especially cattle)
n00545059	9755	percussion	the act of playing a percussion instrument
n04508804	9655	"underpass,subway"	an underground tunnel or passage enabling pedestrians to cross a road or railway
n09587565	9647	"fictional_character,fictitious_character,character"	an imaginary person represented in a work of fiction (play or film or story)
n08191701	9633	"navy,naval_forces"	an organization of military vessels belonging to a country and available for sea warfare
n08311282	9632	city_council	a municipal body that can pass ordinances and appropriate funds etc.
n02802426	9620	basketball	an inflated ball used in playing basketball
n03783755	9562	monolith	a single great stone (often in the form of a column or obelisk)
n06125041	9543	"engineering,engineering_science,applied_science,technology"	the discipline dealing with the art or science of applying scientific knowledge to practical problems
n04558578	9537	"watercolor,water-color,watercolour,water-colour"	a painting produced with watercolors
n02416519	9536	"goat,caprine_animal"	any of numerous agile ruminants related to sheep but having a beard and straight horns
n03502509	9519	"headdress,headgear"	clothing for the head
n02762044	9509	"auto_part,car_part"	a component of an automobile
n13792842	9506	communication	a connection allowing access between persons or places
n13385913	9490	currency	the metal or paper medium of exchange that is presently used
n08439955	9441	staff	personnel who assist their superior in carrying out an assigned task
n08186761	9441	"bus_company,bus_service"	a public utility providing local transportation
n03984381	9390	porch	a structure attached to the exterior of a building often forming a covered entrance
n13137409	9366	berry	"a small fruit having any of various structures, e.g., simple (grape or blueberry) or aggregate (blackberry or raspberry)"
n02815950	9365	beam	"long thick piece of wood or metal or concrete, etc., used in construction"
n02329401	9335	"rodent,gnawer"	relatively small placental mammals having a single pair of constantly growing incisor teeth specialized for gnawing
n14882793	9296	stained_glass	glass that has been colored in some way; used for church windows
n02268443	9263	"dragonfly,darning_needle,devil's_darning_needle,sewing_needle,snake_feeder,snake_doctor,mosquito_hawk,skeeter_hawk"	slender-bodied non-stinging insect having iridescent wings that are outspread at rest; adults and nymphs feed on mosquitoes etc.
n00628390	9262	jogging	running at a jog trot as a form of cardiopulmonary exercise
n04497962	9245	tunnel	"a passageway through or under something, usually underground (especially one for trains or cars)"
n03790230	9223	"motorboat,powerboat"	a boat propelled by an internal-combustion engine
n14871370	9222	flooring	building material used in laying floors
n02965300	9164	"cargo_ship,cargo_vessel"	a ship designed to carry cargo
n09204977	9134	Arctic_Ocean	ice covered waters surrounding the North Pole; mostly covered with solid ice or with ice floes and icebergs
n04469813	9126	"tramway,tram,aerial_tramway,cable_tramway,ropeway"	a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers
n02894605	9095	"breakwater,groin,groyne,mole,bulwark,seawall,jetty"	a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away
n04964586	9095	magenta	"a primary subtractive color for light; a dark purple-red color; the dye for magenta was discovered in 1859, the year of the battle of Magenta"
n03200701	9092	"dining_room,dining-room"	a room used for dining
n00984609	9039	"reconnaissance,reconnaissance_mission"	the act of reconnoitring (especially to gain information about an enemy or potential enemy)
n13386614	8991	"cash,hard_cash,hard_currency"	money in the form of bills or coins
n03132879	8961	"crochet,crocheting"	needlework done by interlocking looped stitches with a hooked needle
n08152787	8951	clergy	"in Christianity, clergymen collectively (as distinguished from the laity)"
n13089631	8936	"spine,thorn,prickle,pricker,sticker,spikelet"	a small sharp-pointed tip resembling a spike on a stem or leaf
n03141065	8928	"cruiser,police_cruiser,patrol_car,police_car,prowl_car,squad_car"	a car in which policemen cruise the streets; equipped with radiotelephonic communications to headquarters
n10380672	8920	"orator,speechmaker,rhetorician,public_speaker,speechifier"	a person who delivers a speech or oration
n07735510	8915	pumpkin	usually large pulpy deep-yellow round fruit of the squash family maturing in late summer or early autumn
n02380583	8910	mustang	small hardy range horse of the western plains descended from horses brought by the Spanish
n03183080	8909	device	an instrumentality invented for a particular purpose
n00530018	8844	modern_dance	a style of theatrical dancing that is not as restricted as classical ballet; movements are expressive of feelings
n14646152	8831	"neon,Ne,atomic_number_10"	a colorless odorless gaseous element that give a red glow in a vacuum tube; one of the six inert gasses; occurs in the air in small amounts
n01072402	8753	laughter	the activity of laughing; the manifestation of joy or mirth or scorn
n07843775	8712	dairy_product	milk and butter and cheese
n11620673	8703	"fir,fir_tree,true_fir"	any of various evergreen trees of the genus Abies; chiefly of upland areas
n03219135	8689	"doll,dolly"	a small replica of a person; used as a toy
n07679356	8632	"bread,breadstuff,staff_of_life"	food made from dough of flour or meal and usually raised with yeast or baking powder and then baked
n08067218	8596	aviation	the operation of aircraft to provide transportation
n05282746	8529	tooth	hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense
n01899746	8517	mane	long coarse hair growing from the crest of the animal's neck
n13252395	8490	hacienda	a large estate in Spanish-speaking countries
n02281787	8484	"lycaenid,lycaenid_butterfly"	any of various butterflies of the family Lycaenidae
n08192817	8401	Marines	members of a body of troops trained to serve on land or at sea
n10245863	8340	"landscape_architect,landscape_gardener,landscaper,landscapist"	someone who arranges features of the landscape or garden attractively
n03701640	8309	machinery	machines or machine systems collectively
n04495843	8296	"tugboat,tug,towboat,tower"	a powerful small boat designed to pull or push larger ships
n11674914	8287	bud	a partially opened flower
n08614229	8281	"paddy,paddy_field,rice_paddy"	an irrigated or flooded field where rice is grown
n07629988	8258	birthday_cake	decorated cake served at a birthday party
n02022684	8234	"shorebird,shore_bird,limicoline_bird"	any of numerous wading birds that frequent mostly seashores and estuaries
n00797361	8224	"marathon,endurance_contest"	any long and arduous undertaking
n00453935	8219	"fishing,sportfishing"	the act of someone who fishes as a diversion
n03718458	8196	"manor,manor_house"	the mansion of a lord or wealthy person
n04192238	8193	shelter	temporary housing for homeless or displaced persons
n14956325	8151	"mud,clay"	water soaked soil; soft wet earth
n07633511	8151	torte	rich cake usually covered with cream and fruit or nuts; originated in Austria
n00433458	8135	contact_sport	a sport that necessarily involves body contact between opposing players
n02839110	8104	"billboard,hoarding"	large outdoor signboard
n00262249	8086	decoration	the act of decorating something (in the hope of making it more attractive)
n01539573	8069	"sparrow,true_sparrow"	any of several small dull-colored singing birds feeding on seeds or insects
n12992868	8040	fungus	an organism of the kingdom Fungi lacking chlorophyll and feeding on organic matter; ranging from unicellular or multicellular organisms to spore-bearing syncytia
n15104217	8020	wool	fiber sheared from animals (such as sheep) and twisted into yarn for weaving
n02692232	8014	"airport,airdrome,aerodrome,drome"	an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo
n03995535	7993	"power_line,power_cable"	cable used to distribute electricity
n03640288	7988	landscaping	a garden laid out for esthetic effect
n03196062	7981	digital_camera	a camera that encodes an image digitally and store it for later reproduction
n02469914	7939	primate	any placental mammal of the order Primates; has good eyesight and flexible hands and feet
n09225943	7936	"bog,peat_bog"	wet spongy ground of decomposing vegetation; has poorer drainage than a swamp; soil is unfit for cultivation but can be cut and dried and used for fuel
n04268969	7929	sparkler	a firework that burns slowly and throws out a shower of sparks
n09358907	7924	moraine	accumulated earth and stones deposited by a glacier
n04411264	7921	"tent,collapsible_shelter"	a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs)
n09328746	7913	"lagoon,laguna,lagune"	a body of water cut off from a larger body by a reef of sand or coral
n09444783	7908	star	any celestial body visible (as a point of light) from the Earth at night
n05599617	7875	"chin,mentum"	the protruding part of the lower jaw
n03971218	7849	"plywood,plyboard"	a laminate made of thin layers of wood
n10448983	7806	"policeman,police_officer,officer"	a member of a police force
n05669797	7780	heritage	practices that are handed down from the past by tradition
n03841666	7761	"office,business_office"	place of business where professional or clerical duties are performed
n08518374	7741	campus	a field on which the buildings of a university are situated
n15052970	7725	stain	(microscopy) a dye or other coloring material that is used in microscopy to make structures visible
n03954199	7717	"plan,architectural_plan"	scale drawing of a structure
n04929976	7708	treatment	a manner of dealing with something artistically
n03498781	7706	hatchback	a car having a hatchback door
n05581693	7683	nail	horny plate covering and protecting part of the dorsal surface of the digits
n02430045	7673	"deer,cervid"	distinguished from Bovidae by the male's having solid deciduous antlers
n02190166	7669	fly	two-winged insects characterized by active flight
n06267145	7650	"newspaper,paper"	a daily or weekly publication on folded sheets; contains news and articles and advertisements
n07614500	7593	"ice_cream,icecream"	frozen dessert containing cream and sugar and flavoring
n02733213	7569	"arcade,colonnade"	a structure composed of a series of arches supported by columns
n00528667	7555	"ballet,concert_dance"	a theatrical representation of a story that is performed to music by trained dancers
n14654954	7518	"silver,Ag,atomic_number_47"	a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography
n10294953	7514	"marksman,sharpshooter,crack_shot"	someone skilled in shooting
n04351550	7510	"suite,rooms"	apartment consisting of a series of connected rooms used as a living unit (as in a hotel)
n02783994	7508	baluster	one of a number of closely spaced supports for a railing
n08403225	7484	"mission,missionary_post,missionary_station,foreign_mission"	an organization of missionaries in a foreign land sent to carry on religious work
n08709038	7475	Caribbean	region including the Caribbean Islands
n00936456	7473	origami	"the Japanese art of folding paper into shapes representing objects (e.g., flowers or birds)"
n02123045	7459	"tabby,tabby_cat"	a cat with a grey or tawny coat mottled with black
n03063073	7440	coffee_cup	a cup from which coffee is drunk
n04590553	7428	"windshield,windscreen"	transparent screen (as of glass) to protect occupants of a vehicle
n00528397	7418	"stage_dancing,choreography"	a show involving artistic dancing
n04904162	7399	"aplomb,assuredness,cool,poise,sang-froid"	great coolness and composure under strain
n03594945	7382	"jeep,landrover"	a car suitable for traveling over rough terrain
n04119751	7381	"rundle,spoke,rung"	one of the crosspieces that form the steps of a ladder
n03642806	7362	"laptop,laptop_computer"	a portable computer small enough to use in your lap
n00442981	7358	"dive,diving"	a headlong plunge into water
n03095699	7337	"container_ship,containership,container_vessel"	a cargo ship designed to hold containerized cargoes
n01536916	7327	"Emberizidae,subfamily_Emberizidae,subfamily_Emberizinae"	buntings and some New World sparrows
n03443371	7309	goblet	a drinking glass with a base and stem
n03467984	7274	gun	a weapon that discharges a missile at high velocity (especially from a metal tube or barrel)
n04964878	7271	maroon	a dark purplish-red to dark brownish-red color
n03643253	7268	"laser,optical_maser"	an acronym for light amplification by stimulated emission of radiation; an optical device that produces an intense monochromatic beam of coherent light
n02693860	7257	"aisle,gangway"	passageway between seating areas as in an auditorium or passenger vehicle or between areas of shelves of goods as in stores
n07906284	7237	"whiskey,whisky"	a liquor made from fermented mash of grain
n02355227	7231	squirrel	a kind of arboreal rodent having a long bushy tail
n04309049	7226	steam_engine	external-combustion engine in which heat is used to raise steam which either turns a turbine or forces a piston to move up and down in a cylinder
n04188179	7225	"sheet,bed_sheet"	bed linen consisting of a large rectangular piece of cotton or linen cloth; used in pairs
n09218044	7203	bedrock	solid unweathered rock lying beneath surface deposits of soil
n02021438	7194	"Charadriiformes,order_Charadriiformes"	large diverse order of aquatic birds found along seacoasts and inland waters: shorebirds and coastal diving birds; most feed on anima life
n03619890	7194	kitchen	a room equipped for preparing meals
n09229409	7186	"brook,creek"	a natural stream of water smaller than a river (and often a tributary of a river)
n03579355	7149	"interior_decoration,decor"	decoration consisting of the layout and furnishings of a livable interior
n00964343	7116	"combat,armed_combat"	an engagement fought between two military forces
n07543288	7113	love	a strong positive emotion of regard and affection
n02324045	7106	"rabbit,coney,cony"	any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food
n02943241	7102	"camera_lens,optical_lens"	a lens that focuses the image in a camera
n06999045	7084	graphic_design	"visual communication by a skillful combination of text and pictures in advertisements, magazines, books, etc."
